Hemisphere,Region_Number,Region,Network_7,Red,Green,Blue,Alpha
RH,590,SPL_19,DorsAttn,0,118,14,0
RH,591,ST_13,SomMot,70,130,180,0
RH,592,TempPole_1,Default,205,62,78,0
RH,593,TempPole_2,Default,205,62,78,0
RH,594,Temp_1,Default,205,62,78,0
RH,595,Temp_10,Default,205,62,78,0
RH,596,Temp_11,Default,205,62,78,0
RH,597,Temp_12,Default,205,62,78,0
RH,598,Temp_13,Default,205,62,78,0
RH,599,Temp_14,Default,205,62,78,0
RH,600,Temp_15,Default,205,62,78,0
RH,601,Temp_16,Default,205,62,78,0
RH,602,Temp_17,Default,205,62,78,0
RH,603,Temp_1,SomMot,70,130,180,0
RH,604,Temp_2,SomMot,70,130,180,0
RH,605,Temp_2,Default,205,62,78,0
RH,606,Temp_4,Cont,230,148,34,0
RH,607,Temp_8,Limbic,220,248,164,0
RH,608,Temp_3,Default,205,62,78,0
RH,609,Temp_4,Default,205,62,78,0
RH,610,Temp_5,Default,205,62,78,0
RH,611,Temp_6,Default,205,62,78,0
RH,612,Temp_7,Default,205,62,78,0
RH,613,Temp_8,Default,205,62,78,0
RH,614,Temp_9,Default,205,62,78,0
RH,615,pCun_1,Default,205,62,78,0
RH,616,pCun_2,Default,205,62,78,0
RH,617,pCun_3,Default,205,62,78,0
RH,618,pCun_4,Default,205,62,78,0
RH,619,pCun_4,Cont,230,148,34,0
RH,620,Cingm_1,Cont,230,148,34,0
RH,621,Cingm_2,Cont,230,148,34,0
RH,622,FPole_1,Cont,230,148,34,0
RH,623,FPole_2,Cont,230,148,34,0
RH,624,FPole_3,Cont,230,148,34,0
RH,625,FrMed_1,Cont,230,148,34,0
RH,626,FrMed_2,Cont,230,148,34,0
RH,627,FrOper_8,SalVentAttn,196,58,250,0
RH,628,IPL_1,Cont,230,148,34,0
RH,629,IPL_2,Cont,230,148,34,0
RH,630,IPL_3,Cont,230,148,34,0
RH,631,IPL_7,SalVentAttn,196,58,250,0
RH,632,IPS_1,Cont,230,148,34,0
RH,633,IPS_2,Cont,230,148,34,0
RH,634,IPS_3,Cont,230,148,34,0
RH,635,IPS_4,Cont,230,148,34,0
RH,636,IPS_5,Cont,230,148,34,0
RH,637,IPS_5,DorsAttn,0,118,14,0
RH,638,IPS_6,DorsAttn,0,118,14,0
RH,639,Ins_1,Cont,230,148,34,0
RH,640,Ins_2,Cont,230,148,34,0
RH,641,OFC_1,Cont,230,148,34,0
RH,642,OFC_2,Cont,230,148,34,0
RH,643,PCC_1,Cont,230,148,34,0
RH,644,PCC_2,Cont,230,148,34,0
RH,645,PFCd_1,Cont,230,148,34,0
RH,646,PFCd_2,Cont,230,148,34,0
RH,647,PFCl_1,Cont,230,148,34,0
RH,648,PFCl_10,Cont,230,148,34,0
RH,649,PFCl_11,Cont,230,148,34,0
RH,650,PFCl_12,Cont,230,148,34,0
RH,651,PFCl_13,Cont,230,148,34,0
RH,652,PFCl_14,Cont,230,148,34,0
RH,653,PFCl_15,Cont,230,148,34,0
RH,654,PFCl_16,Cont,230,148,34,0
RH,655,PFCl_17,Cont,230,148,34,0
RH,656,PFCl_3,SalVentAttn,196,58,250,0
RH,657,PFCl_2,Cont,230,148,34,0
RH,658,PFCl_3,Cont,230,148,34,0
RH,659,PFCl_4,Cont,230,148,34,0
RH,660,PFCl_5,Cont,230,148,34,0
RH,661,PFCl_6,Cont,230,148,34,0
RH,662,PFCl_7,Cont,230,148,34,0
RH,663,PFCl_8,Cont,230,148,34,0
RH,664,PFCl_9,Cont,230,148,34,0
RH,665,PFCm_1,Cont,230,148,34,0
RH,666,PFCm_2,Cont,230,148,34,0
RH,667,PFCm,SalVentAttn,196,58,250,0
RH,668,PFCv_1,Cont,230,148,34,0
RH,669,PFCv_2,Cont,230,148,34,0
RH,670,PFCv_3,Cont,230,148,34,0
RH,671,PrCv_2,SalVentAttn,196,58,250,0
RH,672,SPL_1,Cont,230,148,34,0
RH,673,TempOcc_1,Cont,230,148,34,0
RH,674,TempOcc_2,Cont,230,148,34,0
RH,675,Temp_1,Cont,230,148,34,0
RH,676,Temp_2,Cont,230,148,34,0
RH,677,Temp_3,Cont,230,148,34,0
RH,678,pCun_1,Cont,230,148,34,0
RH,679,pCun_2,Cont,230,148,34,0
RH,680,pCun_3,Cont,230,148,34,0
RH,681,FPole_1,Limbic,220,248,164,0
RH,682,FPole_2,Limbic,220,248,164,0
RH,683,Ins,Limbic,220,248,164,0
RH,684,OFC_1,Limbic,220,248,164,0
RH,685,OFC_10,Limbic,220,248,164,0
RH,686,OFC_11,Limbic,220,248,164,0
RH,687,OFC_2,Limbic,220,248,164,0
RH,688,OFC_3,Limbic,220,248,164,0
RH,689,OFC_4,Limbic,220,248,164,0
RH,690,OFC_5,Limbic,220,248,164,0
RH,691,OFC_6,Limbic,220,248,164,0
RH,692,OFC_7,Limbic,220,248,164,0
RH,693,OFC_8,Limbic,220,248,164,0
RH,694,OFC_9,Limbic,220,248,164,0
RH,695,PFCm_1,Limbic,220,248,164,0
RH,696,PFCm_2,Limbic,220,248,164,0
RH,697,PFCm_3,Limbic,220,248,164,0
RH,698,PFCm_4,Limbic,220,248,164,0
RH,699,PHC_1,Limbic,220,248,164,0
RH,700,PHC_2,Limbic,220,248,164,0
RH,701,PHC_3,Limbic,220,248,164,0
RH,702,ST_3,SalVentAttn,196,58,250,0
RH,703,TempOcc,Limbic,220,248,164,0
RH,704,TempPole_1,Limbic,220,248,164,0
RH,705,TempPole_10,Limbic,220,248,164,0
RH,706,TempPole_11,Limbic,220,248,164,0
RH,707,TempPole_2,Limbic,220,248,164,0
RH,708,TempPole_3,Limbic,220,248,164,0
RH,709,TempPole_4,Limbic,220,248,164,0
RH,710,TempPole_5,Limbic,220,248,164,0
RH,711,TempPole_6,Limbic,220,248,164,0
RH,712,TempPole_7,Limbic,220,248,164,0
RH,713,TempPole_8,Limbic,220,248,164,0
RH,714,TempPole_9,Limbic,220,248,164,0
RH,715,Temp_1,Limbic,220,248,164,0
RH,716,Temp_2,Limbic,220,248,164,0
RH,717,Temp_3,Limbic,220,248,164,0
RH,718,Temp_4,Limbic,220,248,164,0
RH,719,Temp_5,Limbic,220,248,164,0
RH,720,Temp_6,Limbic,220,248,164,0
RH,721,Temp_7,Limbic,220,248,164,0
RH,722,FrMed_1,SalVentAttn,196,58,250,0
RH,723,FrMed_2,SalVentAttn,196,58,250,0
RH,724,FrMed_3,SalVentAttn,196,58,250,0
RH,725,FrMed_4,SalVentAttn,196,58,250,0
RH,726,FrMed_5,SalVentAttn,196,58,250,0
RH,727,FrMed_6,SalVentAttn,196,58,250,0
RH,728,FrMed_7,SalVentAttn,196,58,250,0
RH,729,FrMed_1,SomMot,70,130,180,0
RH,730,FrOper_1,SalVentAttn,196,58,250,0
RH,731,FrOper_2,SalVentAttn,196,58,250,0
RH,732,FrOper_3,SalVentAttn,196,58,250,0
RH,733,FrOper_4,SalVentAttn,196,58,250,0
RH,734,FrOper_5,SalVentAttn,196,58,250,0
RH,735,FrOper_6,SalVentAttn,196,58,250,0
RH,736,FrOper_7,SalVentAttn,196,58,250,0
RH,737,IPL_1,SalVentAttn,196,58,250,0
RH,738,IPL_2,SalVentAttn,196,58,250,0
RH,739,IPL_3,SalVentAttn,196,58,250,0
RH,740,IPL_4,SalVentAttn,196,58,250,0
RH,741,IPL_5,SalVentAttn,196,58,250,0
RH,742,IPL_1,SomMot,70,130,180,0
RH,743,Ins_1,SalVentAttn,196,58,250,0
RH,744,Ins_10,SalVentAttn,196,58,250,0
RH,745,Ins_11,SalVentAttn,196,58,250,0
RH,746,Ins_12,SalVentAttn,196,58,250,0
RH,747,Ins_13,SalVentAttn,196,58,250,0
RH,748,Ins_14,SalVentAttn,196,58,250,0
RH,749,Ins_15,SalVentAttn,196,58,250,0
RH,750,Ins_4,Cont,230,148,34,0
RH,751,Ins_2,SalVentAttn,196,58,250,0
RH,752,Ins_3,SalVentAttn,196,58,250,0
RH,753,Ins_4,SalVentAttn,196,58,250,0
RH,754,Ins_5,SalVentAttn,196,58,250,0
RH,755,Ins_6,SalVentAttn,196,58,250,0
RH,756,Ins_7,SalVentAttn,196,58,250,0
RH,757,Ins_8,SalVentAttn,196,58,250,0
RH,758,Ins_9,SalVentAttn,196,58,250,0
RH,759,PFCd_1,SalVentAttn,196,58,250,0
RH,760,PFCl_1,SalVentAttn,196,58,250,0
RH,761,PFCl_2,SalVentAttn,196,58,250,0
RH,762,PFCl_23,Cont,230,148,34,0
RH,763,PrCd_1,SalVentAttn,196,58,250,0
RH,764,PrCv_1,SalVentAttn,196,58,250,0
RH,765,SPL_1,SalVentAttn,196,58,250,0
RH,766,SPL_2,SalVentAttn,196,58,250,0
RH,767,SPL_3,SalVentAttn,196,58,250,0
RH,768,SPL_4,SalVentAttn,196,58,250,0
RH,769,SPL_5,SalVentAttn,196,58,250,0
RH,770,SPL_6,SalVentAttn,196,58,250,0
RH,771,SPL_18,DorsAttn,0,118,14,0
RH,772,ST_1,SalVentAttn,196,58,250,0
RH,773,Temp_1,SalVentAttn,196,58,250,0
RH,774,Temp_2,SalVentAttn,196,58,250,0
RH,775,Temp_3,SalVentAttn,196,58,250,0
RH,776,IPL_1,DorsAttn,0,118,14,0
RH,777,IPL_2,DorsAttn,0,118,14,0
RH,778,IPL_3,DorsAttn,0,118,14,0
RH,779,IPL_11,Default,205,62,78,0
RH,780,IPS_1,DorsAttn,0,118,14,0
RH,781,IPS_2,DorsAttn,0,118,14,0
RH,782,IPS_3,DorsAttn,0,118,14,0
RH,783,IPS_4,DorsAttn,0,118,14,0
RH,784,PFCd_1,DorsAttn,0,118,14,0
RH,785,PFCd_2,DorsAttn,0,118,14,0
RH,786,PFCd_3,DorsAttn,0,118,14,0
RH,787,PFCl,DorsAttn,0,118,14,0
RH,788,PostC_1,DorsAttn,0,118,14,0
RH,789,PostC_2,DorsAttn,0,118,14,0
RH,790,PostC_3,DorsAttn,0,118,14,0
RH,791,PostC,SomMot,70,130,180,0
RH,792,PrCd_1,DorsAttn,0,118,14,0
RH,793,PrCd_2,DorsAttn,0,118,14,0
RH,794,PrCd_3,DorsAttn,0,118,14,0
RH,795,PrCd_4,DorsAttn,0,118,14,0
RH,796,PrCv_1,DorsAttn,0,118,14,0
RH,797,PrCv_2,DorsAttn,0,118,14,0
RH,798,PrCv_3,DorsAttn,0,118,14,0
RH,799,SPL_1,DorsAttn,0,118,14,0
RH,800,SPL_10,DorsAttn,0,118,14,0
RH,801,SPL_11,DorsAttn,0,118,14,0
RH,802,SPL_12,DorsAttn,0,118,14,0
RH,803,SPL_13,DorsAttn,0,118,14,0
RH,804,SPL_14,DorsAttn,0,118,14,0
RH,805,SPL_15,DorsAttn,0,118,14,0
RH,806,SPL_16,DorsAttn,0,118,14,0
RH,807,SPL_17,DorsAttn,0,118,14,0
RH,808,SPL_2,DorsAttn,0,118,14,0
RH,809,SPL_3,DorsAttn,0,118,14,0
RH,810,SPL_4,DorsAttn,0,118,14,0
RH,811,SPL_5,DorsAttn,0,118,14,0
RH,812,SPL_6,DorsAttn,0,118,14,0
RH,813,SPL_7,DorsAttn,0,118,14,0
RH,814,SPL_8,DorsAttn,0,118,14,0
RH,815,SPL_9,DorsAttn,0,118,14,0
RH,816,TempOcc_1,DorsAttn,0,118,14,0
RH,817,TempOcc_10,DorsAttn,0,118,14,0
RH,818,TempOcc_11,DorsAttn,0,118,14,0
RH,819,TempOcc_12,DorsAttn,0,118,14,0
RH,820,TempOcc_4,Vis,120,18,134,0
RH,821,TempOcc_2,DorsAttn,0,118,14,0
RH,822,TempOcc_3,DorsAttn,0,118,14,0
RH,823,TempOcc_4,DorsAttn,0,118,14,0
RH,824,TempOcc_5,DorsAttn,0,118,14,0
RH,825,TempOcc_6,DorsAttn,0,118,14,0
RH,826,TempOcc_7,DorsAttn,0,118,14,0
RH,827,TempOcc_8,DorsAttn,0,118,14,0
RH,828,TempOcc_9,DorsAttn,0,118,14,0
RH,829,1,SomMot,70,130,180,0
RH,830,10,SomMot,70,130,180,0
RH,831,11,SomMot,70,130,180,0
RH,832,12,SomMot,70,130,180,0
RH,833,13,SomMot,70,130,180,0
RH,834,14,SomMot,70,130,180,0
RH,835,15,SomMot,70,130,180,0
RH,836,16,SomMot,70,130,180,0
RH,837,17,SomMot,70,130,180,0
RH,838,18,SomMot,70,130,180,0
RH,839,19,SomMot,70,130,180,0
RH,840,2,SomMot,70,130,180,0
RH,841,20,SomMot,70,130,180,0
RH,842,21,SomMot,70,130,180,0
RH,843,22,SomMot,70,130,180,0
RH,844,23,SomMot,70,130,180,0
RH,845,24,SomMot,70,130,180,0
RH,846,25,SomMot,70,130,180,0
RH,847,26,SomMot,70,130,180,0
RH,848,27,SomMot,70,130,180,0
RH,849,28,SomMot,70,130,180,0
RH,850,29,SomMot,70,130,180,0
RH,851,3,SomMot,70,130,180,0
RH,852,30,SomMot,70,130,180,0
RH,853,31,SomMot,70,130,180,0
RH,854,32,SomMot,70,130,180,0
RH,855,33,SomMot,70,130,180,0
RH,856,34,SomMot,70,130,180,0
RH,857,35,SomMot,70,130,180,0
RH,858,36,SomMot,70,130,180,0
RH,859,37,SomMot,70,130,180,0
RH,860,38,SomMot,70,130,180,0
RH,861,39,SomMot,70,130,180,0
RH,862,4,SomMot,70,130,180,0
RH,863,40,SomMot,70,130,180,0
RH,864,41,SomMot,70,130,180,0
RH,865,42,SomMot,70,130,180,0
RH,866,43,SomMot,70,130,180,0
RH,867,44,SomMot,70,130,180,0
RH,868,45,SomMot,70,130,180,0
RH,869,46,SomMot,70,130,180,0
RH,870,47,SomMot,70,130,180,0
RH,871,48,SomMot,70,130,180,0
RH,872,49,SomMot,70,130,180,0
RH,873,5,SomMot,70,130,180,0
RH,874,50,SomMot,70,130,180,0
RH,875,51,SomMot,70,130,180,0
RH,876,52,SomMot,70,130,180,0
RH,877,53,SomMot,70,130,180,0
RH,878,54,SomMot,70,130,180,0
RH,879,55,SomMot,70,130,180,0
RH,880,56,SomMot,70,130,180,0
RH,881,57,SomMot,70,130,180,0
RH,882,58,SomMot,70,130,180,0
RH,883,59,SomMot,70,130,180,0
RH,884,6,SomMot,70,130,180,0
RH,885,60,SomMot,70,130,180,0
RH,886,61,SomMot,70,130,180,0
RH,887,62,SomMot,70,130,180,0
RH,888,63,SomMot,70,130,180,0
RH,889,64,SomMot,70,130,180,0
RH,890,65,SomMot,70,130,180,0
RH,891,66,SomMot,70,130,180,0
RH,892,67,SomMot,70,130,180,0
RH,893,68,SomMot,70,130,180,0
RH,894,69,SomMot,70,130,180,0
RH,895,7,SomMot,70,130,180,0
RH,896,70,SomMot,70,130,180,0
RH,897,71,SomMot,70,130,180,0
RH,898,8,SomMot,70,130,180,0
RH,899,9,SomMot,70,130,180,0
RH,900,FrMed_8,SalVentAttn,196,58,250,0
RH,901,FrOper,SomMot,70,130,180,0
RH,902,IPL_6,SalVentAttn,196,58,250,0
RH,903,IPL_10,SalVentAttn,196,58,250,0
RH,904,Ins_1,SomMot,70,130,180,0
RH,905,Ins_2,SomMot,70,130,180,0
RH,906,Ins_3,SomMot,70,130,180,0
RH,907,Ins_4,SomMot,70,130,180,0
RH,908,Ins_5,SomMot,70,130,180,0
RH,909,Ins_6,SomMot,70,130,180,0
RH,910,Ins_7,SomMot,70,130,180,0
RH,911,ParOper_1,SomMot,70,130,180,0
RH,912,ParOper_2,SomMot,70,130,180,0
RH,913,ParOper_3,SomMot,70,130,180,0
RH,914,ParOper_4,SomMot,70,130,180,0
RH,915,ParOper_5,SomMot,70,130,180,0
RH,916,ParOper_6,SomMot,70,130,180,0
RH,917,ParOper_7,SomMot,70,130,180,0
RH,918,ParOper_8,SomMot,70,130,180,0
RH,919,ParOper_9,SomMot,70,130,180,0
RH,920,PrCd_5,DorsAttn,0,118,14,0
RH,921,PrCd_2,SalVentAttn,196,58,250,0
RH,922,ST_1,SomMot,70,130,180,0
RH,923,ST_10,SomMot,70,130,180,0
RH,924,ST_11,SomMot,70,130,180,0
RH,925,ST_12,SomMot,70,130,180,0
RH,926,ST_2,SalVentAttn,196,58,250,0
RH,927,ST_2,SomMot,70,130,180,0
RH,928,ST_3,SomMot,70,130,180,0
RH,929,ST_4,SomMot,70,130,180,0
RH,930,ST_5,SomMot,70,130,180,0
RH,931,ST_6,SomMot,70,130,180,0
RH,932,ST_7,SomMot,70,130,180,0
RH,933,ST_8,SomMot,70,130,180,0
RH,934,ST_9,SomMot,70,130,180,0
RH,935,Temp_4,SalVentAttn,196,58,250,0
RH,936,ExStrInf_1,Vis,120,18,134,0
RH,937,ExStrInf_10,Vis,120,18,134,0
RH,938,ExStrInf_11,Vis,120,18,134,0
RH,939,ExStrInf_2,Vis,120,18,134,0
RH,940,ExStrInf_3,Vis,120,18,134,0
RH,941,ExStrInf_4,Vis,120,18,134,0
RH,942,ExStrInf_5,Vis,120,18,134,0
RH,943,ExStrInf_6,Vis,120,18,134,0
RH,944,ExStrInf_7,Vis,120,18,134,0
RH,945,ExStrInf_8,Vis,120,18,134,0
RH,946,ExStrInf_9,Vis,120,18,134,0
RH,947,ExStrSup_1,Vis,120,18,134,0
RH,948,ExStrSup_2,Vis,120,18,134,0
RH,949,ExStrSup_3,Vis,120,18,134,0
RH,950,ExStrSup_4,Vis,120,18,134,0
RH,951,ExStrSup_5,Vis,120,18,134,0
RH,952,ExStr_1,Vis,120,18,134,0
RH,953,ExStr_10,Vis,120,18,134,0
RH,954,ExStr_11,Vis,120,18,134,0
RH,955,ExStr_12,Vis,120,18,134,0
RH,956,ExStr_13,Vis,120,18,134,0
RH,957,ExStr_14,Vis,120,18,134,0
RH,958,ExStr_15,Vis,120,18,134,0
RH,959,ExStr_16,Vis,120,18,134,0
RH,960,ExStr_17,Vis,120,18,134,0
RH,961,ExStr_18,Vis,120,18,134,0
RH,962,ExStr_19,Vis,120,18,134,0
RH,963,ExStr_2,Vis,120,18,134,0
RH,964,ExStr_20,Vis,120,18,134,0
RH,965,ExStr_21,Vis,120,18,134,0
RH,966,ExStr_22,Vis,120,18,134,0
RH,967,ExStr_23,Vis,120,18,134,0
RH,968,ExStr_24,Vis,120,18,134,0
RH,969,ExStr_25,Vis,120,18,134,0
RH,970,ExStr_26,Vis,120,18,134,0
RH,971,ExStr_27,Vis,120,18,134,0
RH,972,ExStr_28,Vis,120,18,134,0
RH,973,ExStr_29,Vis,120,18,134,0
RH,974,ExStr_3,Vis,120,18,134,0
RH,975,ExStr_30,Vis,120,18,134,0
RH,976,ExStr_31,Vis,120,18,134,0
RH,977,ExStr_32,Vis,120,18,134,0
RH,978,ExStr_33,Vis,120,18,134,0
RH,979,ExStr_34,Vis,120,18,134,0
RH,980,ExStr_4,Vis,120,18,134,0
RH,981,ExStr_5,Vis,120,18,134,0
RH,982,ExStr_6,Vis,120,18,134,0
RH,983,ExStr_7,Vis,120,18,134,0
RH,984,ExStr_8,Vis,120,18,134,0
RH,985,ExStr_9,Vis,120,18,134,0
RH,986,PHC_1,Vis,120,18,134,0
RH,987,PHC_2,Vis,120,18,134,0
RH,988,RSC,Vis,120,18,134,0
RH,989,Striate_1,Vis,120,18,134,0
RH,990,Striate_2,Vis,120,18,134,0
RH,991,Striate_3,Vis,120,18,134,0
RH,992,Striate_4,Vis,120,18,134,0
RH,993,Striate_5,Vis,120,18,134,0
RH,994,Striate_6,Vis,120,18,134,0
RH,995,Striate_7,Vis,120,18,134,0
RH,996,Striate_8,Vis,120,18,134,0
RH,997,TempOcc_1,Vis,120,18,134,0
RH,998,TempOcc_2,Vis,120,18,134,0
RH,999,TempOcc_3,Vis,120,18,134,0
RH,1000,TempOcc_13,DorsAttn,0,118,14,0
