Hemisphere,Region_Number,Region,Network_7,Red,Green,Blue,Alpha
LH,85,PHC_2,Default,205,62,78,0
LH,86,RSC_1,Default,205,62,78,0
LH,87,RSC_2,Default,205,62,78,0
LH,88,RSC_3,Default,205,62,78,0
LH,89,SPL_1,Default,205,62,78,0
LH,90,SPL_2,Default,205,62,78,0
LH,91,ST,Default,205,62,78,0
LH,92,TempPole_1,Default,205,62,78,0
LH,93,TempPole_2,Default,205,62,78,0
LH,94,Temp_1,Default,205,62,78,0
LH,95,Temp_10,Default,205,62,78,0
LH,96,Temp_11,Default,205,62,78,0
LH,97,Temp_12,Default,205,62,78,0
LH,98,Temp_13,Default,205,62,78,0
LH,99,Temp_14,Default,205,62,78,0
LH,100,Temp_15,Default,205,62,78,0
LH,101,Temp_16,Default,205,62,78,0
LH,102,Temp_17,Default,205,62,78,0
LH,103,Temp_18,Default,205,62,78,0
LH,104,Temp_19,Default,205,62,78,0
LH,105,Temp_2,Default,205,62,78,0
LH,106,Temp_20,Default,205,62,78,0
LH,107,Temp_21,Default,205,62,78,0
LH,108,Temp_3,Default,205,62,78,0
LH,109,Temp_4,Default,205,62,78,0
LH,110,Temp_5,Default,205,62,78,0
LH,111,Temp_6,Default,205,62,78,0
LH,112,Temp_7,Default,205,62,78,0
LH,113,Temp_8,Default,205,62,78,0
LH,114,Temp_9,Default,205,62,78,0
LH,115,pCun_1,Default,205,62,78,0
LH,116,pCun_2,Default,205,62,78,0
LH,117,pCun_3,Default,205,62,78,0
LH,118,pCun_4,Default,205,62,78,0
LH,119,pCun_5,Default,205,62,78,0
LH,120,Cingm_1,Cont,230,148,34,0
LH,121,Cingm_2,Cont,230,148,34,0
LH,122,FPole_1,Cont,230,148,34,0
LH,123,FPole_2,Cont,230,148,34,0
LH,124,FPole_3,Cont,230,148,34,0
LH,125,FrMed_1,Cont,230,148,34,0
LH,126,FrMed_2,Cont,230,148,34,0
LH,127,FrOper,Cont,230,148,34,0
LH,128,IPL_1,Cont,230,148,34,0
LH,129,IPL_2,Cont,230,148,34,0
LH,130,IPL_3,Cont,230,148,34,0
LH,131,IPL_4,Cont,230,148,34,0
LH,132,IPS_1,Cont,230,148,34,0
LH,133,IPS_2,Cont,230,148,34,0
LH,134,IPS_3,Cont,230,148,34,0
LH,135,IPS_4,Cont,230,148,34,0
LH,136,IPS_5,Cont,230,148,34,0
LH,137,IPS_6,Cont,230,148,34,0
LH,138,IPS_7,Cont,230,148,34,0
LH,139,Ins_1,Cont,230,148,34,0
LH,140,Ins_2,Cont,230,148,34,0
LH,141,OFC_1,Cont,230,148,34,0
LH,142,OFC_2,Cont,230,148,34,0
LH,143,PCC_1,Cont,230,148,34,0
LH,144,PCC_2,Cont,230,148,34,0
LH,145,PFCd_1,Cont,230,148,34,0
LH,146,PFCd_2,Cont,230,148,34,0
LH,147,PFCl_1,Cont,230,148,34,0
LH,148,PFCl_10,Cont,230,148,34,0
LH,149,PFCl_11,Cont,230,148,34,0
LH,150,PFCl_12,Cont,230,148,34,0
LH,151,PFCl_13,Cont,230,148,34,0
LH,152,PFCl_14,Cont,230,148,34,0
LH,153,PFCl_15,Cont,230,148,34,0
LH,154,PFCl_16,Cont,230,148,34,0
LH,155,PFCl_17,Cont,230,148,34,0
LH,156,PFCl_18,Cont,230,148,34,0
LH,157,PFCl_2,Cont,230,148,34,0
LH,158,PFCl_3,Cont,230,148,34,0
LH,159,PFCl_4,Cont,230,148,34,0
LH,160,PFCl_5,Cont,230,148,34,0
LH,161,PFCl_6,Cont,230,148,34,0
LH,162,PFCl_7,Cont,230,148,34,0
LH,163,PFCl_8,Cont,230,148,34,0
LH,164,PFCl_9,Cont,230,148,34,0
LH,165,PFCm_1,Cont,230,148,34,0
LH,166,PFCm_2,Cont,230,148,34,0
LH,167,PFCm_3,Cont,230,148,34,0
LH,168,PFCv_1,Cont,230,148,34,0
LH,169,PFCv_2,Cont,230,148,34,0
LH,170,PFCv_3,Cont,230,148,34,0
LH,171,PrCv,Cont,230,148,34,0
LH,172,SPL_1,Cont,230,148,34,0
LH,173,TempOcc_1,Cont,230,148,34,0
LH,174,TempOcc_2,Cont,230,148,34,0
LH,175,Temp_1,Cont,230,148,34,0
LH,176,Temp_2,Cont,230,148,34,0
LH,177,Temp_3,Cont,230,148,34,0
LH,178,pCun_1,Cont,230,148,34,0
LH,179,pCun_2,Cont,230,148,34,0
LH,180,pCun_3,Cont,230,148,34,0
LH,181,FPole_1,Limbic,220,248,164,0
LH,182,FPole_2,Limbic,220,248,164,0
LH,183,Ins,Limbic,220,248,164,0
LH,184,OFC_1,Limbic,220,248,164,0
LH,185,OFC_10,Limbic,220,248,164,0
LH,186,OFC_11,Limbic,220,248,164,0
LH,187,OFC_2,Limbic,220,248,164,0
LH,188,OFC_3,Limbic,220,248,164,0
LH,189,OFC_4,Limbic,220,248,164,0
LH,190,OFC_5,Limbic,220,248,164,0
LH,191,OFC_6,Limbic,220,248,164,0
LH,192,OFC_7,Limbic,220,248,164,0
LH,193,OFC_8,Limbic,220,248,164,0
LH,194,OFC_9,Limbic,220,248,164,0
LH,195,PFCm_1,Limbic,220,248,164,0
LH,196,PFCm_2,Limbic,220,248,164,0
LH,197,PFCm_3,Limbic,220,248,164,0
LH,198,PFCm_4,Limbic,220,248,164,0
LH,199,PHC_1,Limbic,220,248,164,0
LH,200,PHC_2,Limbic,220,248,164,0
LH,201,PHC_3,Limbic,220,248,164,0
LH,202,ST,Limbic,220,248,164,0
LH,203,TempOcc,Limbic,220,248,164,0
LH,204,TempPole_1,Limbic,220,248,164,0
LH,205,TempPole_10,Limbic,220,248,164,0
LH,206,TempPole_11,Limbic,220,248,164,0
LH,207,TempPole_2,Limbic,220,248,164,0
LH,208,TempPole_3,Limbic,220,248,164,0
LH,209,TempPole_4,Limbic,220,248,164,0
LH,210,TempPole_5,Limbic,220,248,164,0
LH,211,TempPole_6,Limbic,220,248,164,0
LH,212,TempPole_7,Limbic,220,248,164,0
LH,213,TempPole_8,Limbic,220,248,164,0
LH,214,TempPole_9,Limbic,220,248,164,0
LH,215,Temp_1,Limbic,220,248,164,0
LH,216,Temp_2,Limbic,220,248,164,0
LH,217,Temp_3,Limbic,220,248,164,0
LH,218,Temp_4,Limbic,220,248,164,0
LH,219,Temp_5,Limbic,220,248,164,0
LH,220,Temp_6,Limbic,220,248,164,0
LH,221,Temp_7,Limbic,220,248,164,0
LH,222,FrMed_1,SalVentAttn,196,58,250,0
LH,223,FrMed_2,SalVentAttn,196,58,250,0
LH,224,FrMed_3,SalVentAttn,196,58,250,0
LH,225,FrMed_4,SalVentAttn,196,58,250,0
LH,226,FrMed_5,SalVentAttn,196,58,250,0
LH,227,FrMed_6,SalVentAttn,196,58,250,0
LH,228,FrMed_7,SalVentAttn,196,58,250,0
LH,229,FrMed_8,SalVentAttn,196,58,250,0
LH,230,FrOper_1,SalVentAttn,196,58,250,0
LH,231,FrOper_2,SalVentAttn,196,58,250,0
LH,232,FrOper_3,SalVentAttn,196,58,250,0
LH,233,FrOper_4,SalVentAttn,196,58,250,0
LH,234,FrOper_5,SalVentAttn,196,58,250,0
LH,235,FrOper_6,SalVentAttn,196,58,250,0
LH,236,FrOper_7,SalVentAttn,196,58,250,0
LH,237,IPL_1,SalVentAttn,196,58,250,0
LH,238,IPL_2,SalVentAttn,196,58,250,0
LH,239,IPL_3,SalVentAttn,196,58,250,0
LH,240,IPL_4,SalVentAttn,196,58,250,0
LH,241,IPL_5,SalVentAttn,196,58,250,0
LH,242,IPL_6,SalVentAttn,196,58,250,0
LH,243,Ins_1,SalVentAttn,196,58,250,0
LH,244,Ins_10,SalVentAttn,196,58,250,0
LH,245,Ins_11,SalVentAttn,196,58,250,0
LH,246,Ins_12,SalVentAttn,196,58,250,0
LH,247,Ins_13,SalVentAttn,196,58,250,0
LH,248,Ins_14,SalVentAttn,196,58,250,0
LH,249,Ins_15,SalVentAttn,196,58,250,0
LH,250,Ins_16,SalVentAttn,196,58,250,0
LH,251,Ins_2,SalVentAttn,196,58,250,0
LH,252,Ins_3,SalVentAttn,196,58,250,0
LH,253,Ins_4,SalVentAttn,196,58,250,0
LH,254,Ins_5,SalVentAttn,196,58,250,0
LH,255,Ins_6,SalVentAttn,196,58,250,0
LH,256,Ins_7,SalVentAttn,196,58,250,0
LH,257,Ins_8,SalVentAttn,196,58,250,0
LH,258,Ins_9,SalVentAttn,196,58,250,0
LH,259,PFCd_1,SalVentAttn,196,58,250,0
LH,260,PFCl_1,SalVentAttn,196,58,250,0
LH,261,PFCl_2,SalVentAttn,196,58,250,0
LH,262,PFCl_3,SalVentAttn,196,58,250,0
LH,263,PrCd_1,SalVentAttn,196,58,250,0
LH,264,PrCv_1,SalVentAttn,196,58,250,0
LH,265,SPL_1,SalVentAttn,196,58,250,0
LH,266,SPL_2,SalVentAttn,196,58,250,0
LH,267,SPL_3,SalVentAttn,196,58,250,0
LH,268,SPL_4,SalVentAttn,196,58,250,0
LH,269,SPL_5,SalVentAttn,196,58,250,0
LH,270,SPL_6,SalVentAttn,196,58,250,0
LH,271,SPL_7,SalVentAttn,196,58,250,0
LH,272,ST_1,SalVentAttn,196,58,250,0
LH,273,Temp_1,SalVentAttn,196,58,250,0
LH,274,Temp_2,SalVentAttn,196,58,250,0
LH,275,Temp_3,SalVentAttn,196,58,250,0
LH,276,IPL_1,DorsAttn,0,118,14,0
LH,277,IPL_2,DorsAttn,0,118,14,0
LH,278,IPL_3,DorsAttn,0,118,14,0
LH,279,IPL_4,DorsAttn,0,118,14,0
LH,280,IPS_1,DorsAttn,0,118,14,0
LH,281,IPS_2,DorsAttn,0,118,14,0
LH,282,IPS_3,DorsAttn,0,118,14,0
LH,283,IPS_4,DorsAttn,0,118,14,0
LH,284,PFCd_1,DorsAttn,0,118,14,0
LH,285,PFCd_2,DorsAttn,0,118,14,0
LH,286,PFCd_3,DorsAttn,0,118,14,0
LH,287,PFCl,DorsAttn,0,118,14,0
LH,288,PostC_1,DorsAttn,0,118,14,0
LH,289,PostC_2,DorsAttn,0,118,14,0
LH,290,PostC_3,DorsAttn,0,118,14,0
LH,291,PostC_4,DorsAttn,0,118,14,0
LH,292,PrCd_1,DorsAttn,0,118,14,0
LH,293,PrCd_2,DorsAttn,0,118,14,0
LH,294,PrCd_3,DorsAttn,0,118,14,0
LH,295,PrCd_4,DorsAttn,0,118,14,0
LH,296,PrCv_1,DorsAttn,0,118,14,0
LH,297,PrCv_2,DorsAttn,0,118,14,0
LH,298,PrCv_3,DorsAttn,0,118,14,0
LH,299,SPL_1,DorsAttn,0,118,14,0
LH,300,SPL_10,DorsAttn,0,118,14,0
LH,301,SPL_11,DorsAttn,0,118,14,0
LH,302,SPL_12,DorsAttn,0,118,14,0
LH,303,SPL_13,DorsAttn,0,118,14,0
LH,304,SPL_14,DorsAttn,0,118,14,0
LH,305,SPL_15,DorsAttn,0,118,14,0
LH,306,SPL_16,DorsAttn,0,118,14,0
LH,307,SPL_17,DorsAttn,0,118,14,0
LH,308,SPL_2,DorsAttn,0,118,14,0
LH,309,SPL_3,DorsAttn,0,118,14,0
LH,310,SPL_4,DorsAttn,0,118,14,0
LH,311,SPL_5,DorsAttn,0,118,14,0
LH,312,SPL_6,DorsAttn,0,118,14,0
LH,313,SPL_7,DorsAttn,0,118,14,0
LH,314,SPL_8,DorsAttn,0,118,14,0
LH,315,SPL_9,DorsAttn,0,118,14,0
LH,316,TempOcc_1,DorsAttn,0,118,14,0
LH,317,TempOcc_10,DorsAttn,0,118,14,0
LH,318,TempOcc_11,DorsAttn,0,118,14,0
LH,319,TempOcc_12,DorsAttn,0,118,14,0
LH,320,TempOcc_13,DorsAttn,0,118,14,0
LH,321,TempOcc_2,DorsAttn,0,118,14,0
LH,322,TempOcc_3,DorsAttn,0,118,14,0
LH,323,TempOcc_4,DorsAttn,0,118,14,0
LH,324,TempOcc_5,DorsAttn,0,118,14,0
LH,325,TempOcc_6,DorsAttn,0,118,14,0
LH,326,TempOcc_7,DorsAttn,0,118,14,0
LH,327,TempOcc_8,DorsAttn,0,118,14,0
LH,328,TempOcc_9,DorsAttn,0,118,14,0
LH,329,1,SomMot,70,130,180,0
LH,330,10,SomMot,70,130,180,0
LH,331,11,SomMot,70,130,180,0
LH,332,12,SomMot,70,130,180,0
LH,333,13,SomMot,70,130,180,0
LH,334,14,SomMot,70,130,180,0
LH,335,15,SomMot,70,130,180,0
LH,336,16,SomMot,70,130,180,0
LH,337,17,SomMot,70,130,180,0
LH,338,18,SomMot,70,130,180,0
LH,339,19,SomMot,70,130,180,0
LH,340,2,SomMot,70,130,180,0
LH,341,20,SomMot,70,130,180,0
LH,342,21,SomMot,70,130,180,0
LH,343,22,SomMot,70,130,180,0
LH,344,23,SomMot,70,130,180,0
LH,345,24,SomMot,70,130,180,0
LH,346,25,SomMot,70,130,180,0
LH,347,26,SomMot,70,130,180,0
LH,348,27,SomMot,70,130,180,0
LH,349,28,SomMot,70,130,180,0
LH,350,29,SomMot,70,130,180,0
LH,351,3,SomMot,70,130,180,0
LH,352,30,SomMot,70,130,180,0
LH,353,31,SomMot,70,130,180,0
LH,354,32,SomMot,70,130,180,0
LH,355,33,SomMot,70,130,180,0
LH,356,34,SomMot,70,130,180,0
LH,357,35,SomMot,70,130,180,0
LH,358,36,SomMot,70,130,180,0
LH,359,37,SomMot,70,130,180,0
LH,360,38,SomMot,70,130,180,0
LH,361,39,SomMot,70,130,180,0
LH,362,4,SomMot,70,130,180,0
LH,363,40,SomMot,70,130,180,0
LH,364,41,SomMot,70,130,180,0
LH,365,42,SomMot,70,130,180,0
LH,366,43,SomMot,70,130,180,0
LH,367,44,SomMot,70,130,180,0
LH,368,45,SomMot,70,130,180,0
LH,369,46,SomMot,70,130,180,0
LH,370,47,SomMot,70,130,180,0
LH,371,48,SomMot,70,130,180,0
LH,372,49,SomMot,70,130,180,0
LH,373,5,SomMot,70,130,180,0
LH,374,50,SomMot,70,130,180,0
LH,375,51,SomMot,70,130,180,0
LH,376,52,SomMot,70,130,180,0
LH,377,53,SomMot,70,130,180,0
LH,378,54,SomMot,70,130,180,0
LH,379,55,SomMot,70,130,180,0
LH,380,56,SomMot,70,130,180,0
LH,381,57,SomMot,70,130,180,0
LH,382,58,SomMot,70,130,180,0
LH,383,59,SomMot,70,130,180,0
LH,384,6,SomMot,70,130,180,0
LH,385,60,SomMot,70,130,180,0
LH,386,61,SomMot,70,130,180,0
LH,387,62,SomMot,70,130,180,0
LH,388,63,SomMot,70,130,180,0
LH,389,64,SomMot,70,130,180,0
LH,390,65,SomMot,70,130,180,0
LH,391,66,SomMot,70,130,180,0
LH,392,67,SomMot,70,130,180,0
LH,393,68,SomMot,70,130,180,0
LH,394,69,SomMot,70,130,180,0
LH,395,7,SomMot,70,130,180,0
LH,396,70,SomMot,70,130,180,0
LH,397,71,SomMot,70,130,180,0
LH,398,8,SomMot,70,130,180,0
LH,399,9,SomMot,70,130,180,0
LH,400,FrMed_1,SomMot,70,130,180,0
LH,401,FrOper,SomMot,70,130,180,0
LH,402,IPL_1,SomMot,70,130,180,0
LH,403,IPL_2,SomMot,70,130,180,0
LH,404,Ins_1,SomMot,70,130,180,0
LH,405,Ins_2,SomMot,70,130,180,0
LH,406,Ins_3,SomMot,70,130,180,0
LH,407,Ins_4,SomMot,70,130,180,0
LH,408,Ins_5,SomMot,70,130,180,0
LH,409,Ins_6,SomMot,70,130,180,0
LH,410,Ins_7,SomMot,70,130,180,0
LH,411,ParOper_1,SomMot,70,130,180,0
LH,412,ParOper_2,SomMot,70,130,180,0
LH,413,ParOper_3,SomMot,70,130,180,0
LH,414,ParOper_4,SomMot,70,130,180,0
LH,415,ParOper_5,SomMot,70,130,180,0
LH,416,ParOper_6,SomMot,70,130,180,0
LH,417,ParOper_7,SomMot,70,130,180,0
LH,418,ParOper_8,SomMot,70,130,180,0
LH,419,ParOper_9,SomMot,70,130,180,0
LH,420,PrCd_1,SomMot,70,130,180,0
LH,421,PrCd_2,SomMot,70,130,180,0
LH,422,ST_1,SomMot,70,130,180,0
LH,423,ST_10,SomMot,70,130,180,0
LH,424,ST_11,SomMot,70,130,180,0
LH,425,ST_12,SomMot,70,130,180,0
LH,426,ST_13,SomMot,70,130,180,0
LH,427,ST_2,SomMot,70,130,180,0
LH,428,ST_3,SomMot,70,130,180,0
LH,429,ST_4,SomMot,70,130,180,0
LH,430,ST_5,SomMot,70,130,180,0
LH,431,ST_6,SomMot,70,130,180,0
LH,432,ST_7,SomMot,70,130,180,0
LH,433,ST_8,SomMot,70,130,180,0
LH,434,ST_9,SomMot,70,130,180,0
LH,435,Temp_1,SomMot,70,130,180,0
LH,436,ExStrInf_1,Vis,120,18,134,0
LH,437,ExStrInf_10,Vis,120,18,134,0
LH,438,ExStrInf_11,Vis,120,18,134,0
LH,439,ExStrInf_2,Vis,120,18,134,0
LH,440,ExStrInf_3,Vis,120,18,134,0
LH,441,ExStrInf_4,Vis,120,18,134,0
LH,442,ExStrInf_5,Vis,120,18,134,0
LH,443,ExStrInf_6,Vis,120,18,134,0
LH,444,ExStrInf_7,Vis,120,18,134,0
LH,445,ExStrInf_8,Vis,120,18,134,0
LH,446,ExStrInf_9,Vis,120,18,134,0
LH,447,ExStrSup_1,Vis,120,18,134,0
LH,448,ExStrSup_2,Vis,120,18,134,0
LH,449,ExStrSup_3,Vis,120,18,134,0
LH,450,ExStrSup_4,Vis,120,18,134,0
LH,451,ExStrSup_5,Vis,120,18,134,0
LH,452,ExStr_1,Vis,120,18,134,0
LH,453,ExStr_10,Vis,120,18,134,0
LH,454,ExStr_11,Vis,120,18,134,0
LH,455,ExStr_12,Vis,120,18,134,0
LH,456,ExStr_13,Vis,120,18,134,0
LH,457,ExStr_14,Vis,120,18,134,0
LH,458,ExStr_15,Vis,120,18,134,0
LH,459,ExStr_16,Vis,120,18,134,0
LH,460,ExStr_17,Vis,120,18,134,0
LH,461,ExStr_18,Vis,120,18,134,0
LH,462,ExStr_19,Vis,120,18,134,0
LH,463,ExStr_2,Vis,120,18,134,0
LH,464,ExStr_20,Vis,120,18,134,0
LH,465,ExStr_21,Vis,120,18,134,0
LH,466,ExStr_22,Vis,120,18,134,0
LH,467,ExStr_23,Vis,120,18,134,0
LH,468,ExStr_24,Vis,120,18,134,0
LH,469,ExStr_25,Vis,120,18,134,0
LH,470,ExStr_26,Vis,120,18,134,0
LH,471,ExStr_27,Vis,120,18,134,0
LH,472,ExStr_28,Vis,120,18,134,0
LH,473,ExStr_29,Vis,120,18,134,0
LH,474,ExStr_3,Vis,120,18,134,0
LH,475,ExStr_30,Vis,120,18,134,0
LH,476,ExStr_31,Vis,120,18,134,0
LH,477,ExStr_32,Vis,120,18,134,0
LH,478,ExStr_33,Vis,120,18,134,0
LH,479,ExStr_34,Vis,120,18,134,0
LH,480,ExStr_4,Vis,120,18,134,0
LH,481,ExStr_5,Vis,120,18,134,0
LH,482,ExStr_6,Vis,120,18,134,0
LH,483,ExStr_7,Vis,120,18,134,0
LH,484,ExStr_8,Vis,120,18,134,0
LH,485,ExStr_9,Vis,120,18,134,0
LH,486,PHC_1,Vis,120,18,134,0
LH,487,PHC_2,Vis,120,18,134,0
LH,488,RSC,Vis,120,18,134,0
LH,489,Striate_1,Vis,120,18,134,0
LH,490,Striate_2,Vis,120,18,134,0
LH,491,Striate_3,Vis,120,18,134,0
LH,492,Striate_4,Vis,120,18,134,0
LH,493,Striate_5,Vis,120,18,134,0
LH,494,Striate_6,Vis,120,18,134,0
LH,495,Striate_7,Vis,120,18,134,0
LH,496,Striate_8,Vis,120,18,134,0
LH,497,TempOcc_1,Vis,120,18,134,0
LH,498,TempOcc_2,Vis,120,18,134,0
LH,499,TempOcc_3,Vis,120,18,134,0
LH,500,TempOcc_4,Vis,120,18,134,0
RH,501,FPole_1,Default,205,62,78,0
RH,502,FPole_2,Default,205,62,78,0
RH,503,FPole_4,Cont,230,148,34,0
RH,504,FPole_5,Cont,230,148,34,0
RH,505,FrMed_1,Default,205,62,78,0
RH,506,FrMed_3,Cont,230,148,34,0
RH,507,IPL_1,Default,205,62,78,0
RH,508,IPL_10,Default,205,62,78,0
RH,509,IPL_4,Cont,230,148,34,0
RH,510,IPL_5,Cont,230,148,34,0
RH,511,IPL_8,SalVentAttn,196,58,250,0
RH,512,IPL_6,Cont,230,148,34,0
RH,513,IPL_9,SalVentAttn,196,58,250,0
RH,514,IPL_11,SalVentAttn,196,58,250,0
RH,515,IPL_12,SalVentAttn,196,58,250,0
RH,516,IPL_2,Default,205,62,78,0
RH,517,IPL_3,Default,205,62,78,0
RH,518,IPL_4,Default,205,62,78,0
RH,519,IPL_5,Default,205,62,78,0
RH,520,IPL_6,Default,205,62,78,0
RH,521,IPL_7,Default,205,62,78,0
RH,522,IPL_8,Default,205,62,78,0
RH,523,IPL_9,Default,205,62,78,0
RH,524,Ins_3,Cont,230,148,34,0
RH,525,OFC_3,Cont,230,148,34,0
RH,526,PCC_1,Default,205,62,78,0
RH,527,PCC_2,Default,205,62,78,0
RH,528,PCC_3,Default,205,62,78,0
RH,529,PCC_4,Default,205,62,78,0
RH,530,PCC_5,Default,205,62,78,0
RH,531,PCC_6,Default,205,62,78,0
RH,532,PCC_3,Cont,230,148,34,0
RH,533,PCC,SalVentAttn,196,58,250,0
RH,534,PFCd_1,Default,205,62,78,0
RH,535,PFCd_10,Default,205,62,78,0
RH,536,PFCd_11,Default,205,62,78,0
RH,537,PFCd_12,Default,205,62,78,0
RH,538,PFCd_13,Default,205,62,78,0
RH,539,PFCd_14,Default,205,62,78,0
RH,540,PFCd_15,Default,205,62,78,0
RH,541,PFCd_16,Default,205,62,78,0
RH,542,PFCd_2,SalVentAttn,196,58,250,0
RH,543,PFCd_3,Cont,230,148,34,0
RH,544,PFCd_4,Cont,230,148,34,0
RH,545,PFCd_2,Default,205,62,78,0
RH,546,PFCd_5,Cont,230,148,34,0
RH,547,PFCd_3,Default,205,62,78,0
RH,548,PFCd_4,Default,205,62,78,0
RH,549,PFCd_5,Default,205,62,78,0
RH,550,PFCd_6,Default,205,62,78,0
RH,551,PFCd_7,Default,205,62,78,0
RH,552,PFCd_8,Default,205,62,78,0
RH,553,PFCd_9,Default,205,62,78,0
RH,554,PFCl_18,Cont,230,148,34,0
RH,555,PFCl_19,Cont,230,148,34,0
RH,556,PFCl_20,Cont,230,148,34,0
RH,557,PFCl_21,Cont,230,148,34,0
RH,558,PFCl_22,Cont,230,148,34,0
RH,559,PFCm_1,Default,205,62,78,0
RH,560,PFCm_10,Default,205,62,78,0
RH,561,PFCm_11,Default,205,62,78,0
RH,562,PFCm_12,Default,205,62,78,0
RH,563,PFCm_13,Default,205,62,78,0
RH,564,PFCm_14,Default,205,62,78,0
RH,565,PFCm_2,Default,205,62,78,0
RH,566,PFCm_3,Default,205,62,78,0
RH,567,PFCm_4,Default,205,62,78,0
RH,568,PFCm_5,Default,205,62,78,0
RH,569,PFCm_6,Default,205,62,78,0
RH,570,PFCm_7,Default,205,62,78,0
RH,571,PFCm_8,Default,205,62,78,0
RH,572,PFCm_9,Default,205,62,78,0
RH,573,PFCv_1,Default,205,62,78,0
RH,574,PFCv_6,Cont,230,148,34,0
RH,575,PFCv_7,Cont,230,148,34,0
RH,576,PFCv_2,Default,205,62,78,0
RH,577,PFCv_3,Default,205,62,78,0
RH,578,PFCv_4,Default,205,62,78,0
RH,579,PFCv_5,Default,205,62,78,0
RH,580,PFCv_6,Default,205,62,78,0
RH,581,PFCv_7,Default,205,62,78,0
RH,582,PFCv_4,Cont,230,148,34,0
RH,583,PFCv_5,Cont,230,148,34,0
RH,584,PHC_3,Vis,120,18,134,0
RH,585,PHC_4,Limbic,220,248,164,0
RH,586,RSC_1,Default,205,62,78,0
RH,587,RSC_2,Default,205,62,78,0
RH,588,RSC_3,Default,205,62,78,0
RH,589,SPL_2,Cont,230,148,34,0
